"ID","Continent","LocX","LocY","LocZ","AreaName_Lang_enUS","AreaName_Lang_enGB","AreaName_Lang_koKR","AreaName_Lang_frFR","AreaName_Lang_deDE","AreaName_Lang_enCN","AreaName_Lang_zhCN","AreaName_Lang_enTW","AreaName_Lang_zhTW","AreaName_Lang_esES","AreaName_Lang_esMX","AreaName_Lang_ruRU","AreaName_Lang_ptPT","AreaName_Lang_ptBR","AreaName_Lang_itIT","AreaName_Lang_Unk","AreaName_Lang_Mask"
"1355","571","4939","-2958","289","Zul'Drak, Southern GY","Zul'Drak, Southern GY","Zul'Drak, CI sud","Zul'Drak, Südlicher FH","","","Zul'Drak, CE Sur","Zul'Drak, CE Sur","Зул'Драк, Южное кладбище","","","","","","","","16712190"
"1356","571","5798","-3286","363","Zul'Drak, Central GY","Zul'Drak, Central GY","Zul'Drak, CI central","Zul'Drak, Zentraler FH","","","Zul'Drak, CE Central","Zul'Drak, CE Central","Зул'Драк, Центральное кладбище","","","","","","","","16712190"
"1357","571","5522","-4101","364","Zul'Drak, Southeastern GY","Zul'Drak, Southeastern GY","Zul'Drak, CI sud-est","Zul'Drak, Südöstlicher FH","","","Zul'Drak, CE Sureste","Zul'Drak, CE Sureste","Зул'Драк, Юго-восточное кладбище","","","","","","","","16712190"
"1358","571","6618","-4795","450","Zul'Drak, Gun'Drak GY","Zul'Drak, Gun'Drak GY","Zul'Drak, CI de Gundrak","Zul'Drak, Gundrak FH","","","Zul'Drak, CE Gun'Drak","Zul'Drak, CE Gun'Drak","Зул'Драк, Кладбище Гун'Драка","","","","","","","","16712190"
"1359","571","5849","763","641","Crystalsong Forest, Dalaran GY","Crystalsong Forest, Dalaran GY","Forêt du Chant de cristal, CI de Dalaran","Kristallsangwald, Dalaran FH","","","Bosque Canto de Cristal, CE Dalaran","Bosque Canto de Cristal, CE Dalaran","Лес Хрустальной Песни, Кладбище Даларана","","","","","","","","16712190"
"1360","609","2364","-5771","151","Ebon Hold GY - Chapter I","Ebon Hold GY - Chapter I","CI de Fort d'ébène - chapitre I","Schwarze Festung FH - Kapitel I","","","CE El Bastión de Ébano - Capítulo 1","CE El Bastión de Ébano - Capítulo 1","Кладбище Черного оплота - глава I","","","","","","","","16712190"
"1361","617","1292","790","8","Dalaran Arena - PvP Graveyard","Dalaran Arena - PvP Graveyard","Arène de Dalaran - CI JcJ","Arena von Dalaran - PvP-Friedhof","","","Arena de Dalaran - JcJ Cementerio","Arena de Dalaran - JcJ Cementerio","Dalaran Arena - PvP Graveyard","","","","","","","","16712190"
"1362","617","1218","764","14","Dalaran Arena - Team 1 Spawn","Dalaran Arena - Team 1 Spawn","Arène de Dalaran - apparition équipe 1","Arena von Dalaran - Team 1 Spawn","","","Arena de Dalaran - Equipo 1 punto de aparición","Arena de Dalaran - Equipo 1 punto de aparición","Dalaran Arena - Team 1 Spawn","","","","","","","","16712190"
"1363","617","1361","817","14","Dalaran Arena - Team 2 Spawn","Dalaran Arena - Team 2 Spawn","Arène de Dalaran - apparition équipe 2","Arena von Dalaran - Team 2 Spawn","","","Arena de Dalaran - Equipo 2 punto de aparición","Arena de Dalaran - Equipo 2 punto de aparición","Dalaran Arena - Team 2 Spawn","","","","","","","","16712190"
"1364","618","763","-273","3","Orgrimmar Arena - Team 1 Spawn","Orgrimmar Arena - Team 1 Spawn","Arène d'Orgrimmar - apparition équipe 1","Arena von Orgrimmar - Team 1 Spawn","","","Arena de Orgrimmar - Equipo 1 punto de aparición","Arena de Orgrimmar - Equipo 1 punto de aparición","Оргриммар Arena - Team 1 Spawn","","","","","","","","16712190"
"1365","618","763","-295","3","Orgrimmar Arena - Team 2 Spawn","Orgrimmar Arena - Team 2 Spawn","Arène d'Orgrimmar - apparition équipe 2","Arena von Orgrimmar - Team 2 Spawn","","","Arena de Orgrimmar - Equipo 2 punto de aparición","Arena de Orgrimmar - Equipo 2 punto de aparición","Orgrimmar Arena - Team 2 Spawn","","","","","","","","16712190"
"1366","618","762","-284","28","Orgrimmar Arena - Graveyard","Orgrimmar Arena - Graveyard","Arène d'Orgrimmar - cimetière","Arena von Orgrimmar - Friedhof","","","Arena de Orgrimmar - Cementerio","Arena de Orgrimmar - Cementerio","Orgrimmar Arena - Graveyard","","","","","","","","16712190"
"1367","607","1623","-94","12","Sands of Ulduran - Alliance Spawn","Sands of Ulduran - Alliance Spawn","Sables d'Ulduran - cimetière","Sande von Ulduran - Allianzspawn","","","Arenas de Ulduran - Alianza punto de aparición","Arenas de Ulduran - Alianza punto de aparición","Sands of Ulduran - Alliance Spawn","","","","","","","","16712190"
"1368","607","1617","67","8","Sands of Ulduran - Horde Spawn","Sands of Ulduran - Horde Spawn","Sables d'Ulduran - apparition Horde","Sande von Ulduran - Hordenspawn","","","Arenas de Ulduran - Horda punto de aparición","Arenas de Ulduran - Horda punto de aparición","Sands of Ulduran - Horde Spawn","","","","","","","","16712190"
"1369","0","2366","-5774","151","Eastern Plaguelands, Ebon Hold GY","Eastern Plaguelands, Ebon Hold GY","Maleterres de l'est, CI du fort d'Ébène","Östliche Perstländer, Schwarze Festung FH","","","Tierras de la Peste del Este, CE El Bastión de Ébano","Tierras de la Peste del Este, CE El Bastión de Ébano","Восточные Чумные земли, Черный оплот: кладбище","","","","","","","","16712190"
"1370","609","1886","-5784","102","Ebon Hold GY - Chapter II/III","Ebon Hold GY - Chapter II/III","CI Fort d'ébène - chapitre II/III","Schwarze Festung FH - Kapitel II/III","","","CE El Bastión de Ébano - Capítulo 2/3","CE El Bastión de Ébano - Capítulo 2/3","Черный оплот: кладбище - Глава II/III","","","","","","","","16712190"
"1371","609","2116","-5286","81","Ebon Hold GY - Chapter IV","Ebon Hold GY - Chapter IV","CI Fort d'ébène - chapitre IV","Schwarze Festung FH - Kapitel IV","","","CE El Bastión de Ébano - Capítulo 4","CE El Bastión de Ébano - Capítulo 4","Черный оплот: кладбище - Глава IV","","","","","","","","16712190"
"1372","1","-6115","-1339","-179","Un'Goro Crater, Shaper's Terrace","Un'Goro Crater, Shaper's Terrace","Cratère d'Un'Goro, la terrasse du Façonneur","Krater von Un'Goro, die Terrasse des Formers","","","Cráter de Un'Goro, El Bancal del Creador","Cráter de Un'Goro, El Bancal del Creador","Кратер Ун'Горо, Shaper's Terrace","","","","","","","","16712190"
"1373","1","-3769","-4883","5","Dustwallow Marsh, Theramore Safe","Dustwallow Marsh, Theramore Safe","Marécage d'Âprefange, Théramore sûre","Düstermarschen, Theramore Safe","","","Marjal Revolcafango, punto seguro de Theramore","Marjal Revolcafango, punto seguro de Theramore","Пылевые топи, Терамор (безопасно)","","","","","","","","16712190"
"1374","1","1362","-5394","-28","Durotar, Orgrimmar Safe","Durotar, Orgrimmar Safe","Durotar, Orgrimmar sûre","Durotar, Orgrimmar Safe","","","Durotar, punto seguro de Orgrimmar","Durotar, punto seguro de Orgrimmar","Дуротар, Оргриммар (безопасно)","","","","","","","","16712190"
"1375","0","-8290","1403","4","Stormwind City, Stormwind Safe","Stormwind City, Stormwind Safe","Hurlevent, Hurlevent sûre","Sturmwind, Sturmwind Safe","","","Ciudad de Ventormenta, punto seguro de Ventormenta","Ciudad de Ventormenta, punto seguro de Ventormenta","Штормград, Штормград (безопасно)","","","","","","","","16712190"
"1376","571","1103","-4977","32","Howling Fjord, Utgarde 2 GY","Howling Fjord, Utgarde 2 GY","Fjord Hurlant, Utgarde CI 2","Heulender Fjord, Utgarde 2 FH","","","Fiordo Aquilonal, CE Utgarde 2","Fiordo Aquilonal, CE Utgarde 2","Ревущий фьорд, Утгард 2: кладбище","","","","","","","","16712190"
"1377","0","981","1309","45","The Great Sea - Safe Point Tirisfal","The Great Sea - Safe Point Tirisfal","La Grande mer, point sûr de Tirisfal","Das große Meer - Safe Point Tirisfal","","","Mare Magnum, punto seguro de la Alianza","Mare Magnum, punto seguro de la Alianza","Великое море - (безопасно) Тирисфаль","","","","","","","","16712190"
"1378","1","1342","-5527","10","Durotar, Orgrimmar Safe 2","Durotar, Orgrimmar Safe 2","Durotar, Orgrimmar sûre 2","Durotar, Orgrimmar Safe 2","","","Durotar, punto seguro de Orgrimmar 2","Durotar, punto seguro de Orgrimmar 2","Дуротар, Оргриммар (безопасно) 2","","","","","","","","16712190"
"1379","571","6351","5643","70","Sholazar Basin, Stormwright GY","Sholazar Basin, Stormwright GY","Basin de Sholazar, CI Forgetempête","Sholazarbecken, Sturmherren FH","","","Cuenca de Sholazar, CE P. del Tormentoso","Cuenca de Sholazar, CE P. del Tormentoso","Низина Шолазар, уступ Ваятеля Бурь: кладбище","","","","","","","","16712190"
"1380","571","5041","-642","225","Crystalsong Forest, Alliance GY","Crystalsong Forest, Alliance GY","Forêt du Chant de cristal, CI Alliance","Kristallsangwald, Allianz FH","","","Bosque Canto de Cristal, CE Alianza","Bosque Canto de Cristal, CE Alianza","Лес Хрустальной Песни, Альянс: кладбище","","","","","","","","16712190"
"1381","571","6070","85","369","Icecrown, Argent Vanguard","Icecrown, Argent Vanguard","Couronne de glace, Avant-garde d'Argent","Eiskrone, Argentumvorhut","","","Corona de Hielo, Vanguardia Argenta","Corona de Hielo, Vanguardia Argenta","Ледяная Корона, Оплот Серебряного Авангарда","","","","","","","","16712190"
"1383","571","7080","-141","783","Storm Peaks, Valkyrion GY","Storm Peaks, Valkyrion GY","Pics Foudroyés, CI Valkyrion","Sturmgipfel, Valkyrion FH","","","Las Cumbres Tormentosas, CE Valkyrion","Las Cumbres Tormentosas, CE Valkyrion","Грозовая Гряда, Valkyrion: кладбище","","","","","","","","16712190"
"1384","571","9021","-1166","1058","Storm Peaks, Ulduar GY","Storm Peaks, Ulduar GY","Pics Foudroyés, CI Ulduar","Sturmgipfel, Ulduar FH","","","Las Cumbres Tormentosas, CE Ulduar","Las Cumbres Tormentosas, CE Ulduar","Грозовая Гряда, Ульдуар: кладбище","","","","","","","","16712190"
"1385","571","7915","-2453","1137","Storm Peaks, Temple East GY","Storm Peaks, Temple East GY","Pics Foudroyés, CI est du temple","Sturmgipfel, Tempel, Ost FH","","","Las Cumbres Tormentosas, CE Templo Este","Las Cumbres Tormentosas, CE Templo Este","Грозовая Гряда, Temple Восток: кладбище","","","","","","","","16712190"
"1387","571","8105","-996","936","Storm Peaks, Temple West GY","Storm Peaks, Temple West GY","Pics Foudroyés, CI ouest du temple","Sturmgipfel, Tempel, West FH","","","Las Cumbres Tormentosas, CE Templo Oeste","Las Cumbres Tormentosas, CE Templo Oeste","Грозовая Гряда, Храм, Запад: кладбище","","","","","","","","16712190"
"1388","571","7463","-3320","897","Storm Peaks, Frostfield GY","Storm Peaks, Frostfield GY","Pics Foudroyés, CI Champ-gelé","Sturmgipfel, Frostfeld FH","","","Las Cumbres Tormentosas, CE Campo de Escarcha","Las Cumbres Tormentosas, CE Campo de Escarcha","Грозовая Гряда, Frostfield: кладбище","","","","","","","","16712190"
"1391","571","5882","666","169","Crystalsong Forest, West GY","Crystalsong Forest, West GY","Forêt du Chant de cristal, CI ouest","Kristallsangwald, Westlicher FH","","","Bosque Canto de Cristal, CE Oeste","Bosque Canto de Cristal, CE Oeste","Лес Хрустальной Песни, Запад: кладбище","","","","","","","","16712190"
"1392","571","5597","-595","190","Crystalsong Forest, Horde GY","Crystalsong Forest, Horde GY","Forêt du Chant de cristal, CI Horde","Kristallsangwald, Horde FH","","","Bosque Canto de Cristal, CE Horda","Bosque Canto de Cristal, CE Horda","Лес Хрустальной Песни, Орда: кладбище","","","","","","","","16712190"
"1393","571","3421","-1280","125","Dragonblight, Naxxramas GY","Dragonblight, Naxxramas GY","Désolation des dragons, CI de Naxxramas","Drachenöde, Naxxramas FH","","","Cementerio de Dragones, CE Naxxramas","Cementerio de Dragones, CE Naxxramas","Драконий Погост, Наксрамас: кладбище","","","","","","","","16712190"
"1394","571","3793","2064","93","Dragonblight, Icemist GY","Dragonblight, Icemist GY","Désolation des dragons, CI de Brume-glace","Drachenöde, Eisnebel FH","","","Cementerio de Dragones, CE Bruma de Hielo","Cementerio de Dragones, CE Bruma de Hielo","Драконий Погост, Icemist: кладбище","","","","","","","","16712190"
"1395","571","8188","2859","604","Icecrown Glacier, Quarry GY","Icecrown Glacier, Quarry GY","Glacier de la Couronne de glace, CI de la carrière","Eiskronengletscher, Steinbruch FH","","","Glaciar Corona de Hielo, CE Cantera","Glaciar Corona de Hielo, CE Cantera","Ледник Ледяной Короны, Quarry: кладбище","","","","","","","","16712190"
"1396","571","7233","2159","564","Icecrown Glacier, Vrykul Central GY","Icecrown Glacier, Vrykul Central GY","Glacier de la Couronne de glace, CI central vrykul","Eiskronengletscher, Vrykul zentraler FH","","","Glaciar Corona de Hielo, CE vrykul central","Glaciar Corona de Hielo, CE vrykul central","Ледник Ледяной Короны, Врайкул: кладбище","","","","","","","","16712190"
"1397","571","7886","718","519","Icecrown Glacier, Northeast Ice GY","Icecrown Glacier, Northeast Ice GY","Glacier de la Couronne de glace, CI de la glace du nord-est","Eiskronengletscher, Eis nordöstlicher FH","","","Glaciar Corona de Hielo, CE Hielo Noreste","Glaciar Corona de Hielo, CE Hielo Noreste","Ледник Ледяной Короны, Северо-восток: кладбище","","","","","","","","16712190"
"1398","571","4421","-1981","158","Grizzly Hills, Drak'tharon GY","Grizzly Hills, Drak'tharon GY","Les Grisonnes, CI de Drak'tharon","Grizzlyhügel, Drak'tharon FH","","","Colinas Pardas, CE Drak'tharon","Colinas Pardas, CE Drak'tharon","Седые холмы, Драк'Тарон: кладбище","","","","","","","","16712190"
"1399","607","1232","-65","70","Northrend BG - Defender Start","Northrend BG - Defender Start","Nofendre CB - Départ défenseur","Nordend Schlachtfeld - Verteidigerstart","","","Northrend BG - Defender Start","Northrend BG - Defender Start","Нордскол BG - Defender Start","","","","","","","","16712190"
"1400","571","7825","-2023","1225","Storm Peaks, Temple of the Makers GY","Storm Peaks, Temple of the Makers GY","Pics Foudroyés, CI du temple des Faiseurs","Sturmgipfel, Tempel der Schöpfer FH","","","Las Cumbres Tormentosas, CE Templo de los Creadores","Las Cumbres Tormentosas, CE Templo de los Creadores","Storm Peaks, Temple of the Makers GY","","","","","","","","16712190"
"1401","571","8387","-214","839","Storm Peaks, Snowdrift GY","Storm Peaks, Snowdrift GY","Pics Foudroyés, CI des Congères","Sturmgipfel, Verschneite Ebene FH","","","Las Cumbres Tormentosas, CE Ventisquero","Las Cumbres Tormentosas, CE Ventisquero","Грозовая Гряда, Snowdrift: кладбище","","","","","","","","16712190"
"1402","571","6947","-545","914","Storm Peaks, Temple of Storms GY","Storm Peaks, Temple of Storms GY","Pics Foudroyés, CI du temple des Tempêtes","Sturmgipfel, Tempel der Stürme FH","","","Las Cumbres Tormentosas, CE Templo de las Tormentas","Las Cumbres Tormentosas, CE Templo de las Tormentas","Грозовая Гряда, Храм Штормов: кладбище","","","","","","","","16712190"
"1403","571","6422","-1184","446","Storm Peaks, K3 GY","Storm Peaks, K3 GY","Pics Foudroyés, CI de K3","Sturmgipfel, K3 FH","","","Las Cumbres Tormentosas, CE K3","Las Cumbres Tormentosas, CE K3","Грозовая Гряда, К-3: кладбище","","","","","","","","16712190"
"1404","571","5036","4494","-93","Sholazar Basin, Frenzyheart GY","Sholazar Basin, Frenzyheart GY","Bassin de Sholazar, CI frénécœur","sholazarbecken, Wildherzen FH","","","Cuenca de Sholazar, CE Corazón Frenético","Cuenca de Sholazar, CE Corazón Frenético","Низина Шолазар, Frenzyheart: кладбище","","","","","","","","16712190"
"1405","0","2359","-5661","382","Eastern Plaguelands: Acherus","Eastern Plaguelands: Acherus","Maleterres de l'est : Achérus","Östliche Pestländer: Acherus","","","Tierras de la Peste del Este: Acherus","Tierras de la Peste del Este: Acherus","Восточные Чумные земли: Акерус","","","","","","","","16712190"
"1407","571","7149","3691","817","Icecrown Glacier, Jotunheim GY","Icecrown Glacier, Jotunheim GY","Glacier de la Couronne de glace, CI Jotunheim","Eiskronengletscher, Jotunheim FH","","","Glaciar Corona de Hielo, CE Jotunheim","Glaciar Corona de Hielo, CE Jotunheim","Ледяная Корона, Кладбище Йотунхейма","","","","","","","","16712190"
"1408","571","7092","-1440","922","Storm Peaks, Foot Steppes GY","Storm Peaks, Foot Steppes GY","Pics foudroyés, CI Pied-mont","Sturmgipfel, Fußmarschen FH","","","Las Cumbres Tormentosas, CE Las Estepas Inferiores","Las Cumbres Tormentosas, CE Las Estepas Inferiores","Storm Peaks, Foot Steppes GY","","","","","","","","16712190"
"1409","0","1773","768","55","Undercity - Alliance - Wrath Gate","Undercity - Alliance - Wrath Gate","Fossoyeuse - Alliance - Portail du courroux","Unterstadt - Allianz - Zorntor","","","Entrañas, Alianza, Puerta de Cólera","Entrañas, Alianza, Puerta de Cólera","Подгород - Альянс - Врата Гнева","","","","","","","","16712190"
"1410","0","791","-419","136","AAAAA Test Port Loc","AAAAA Test Port Loc","AAAAA Test Port Loc","AAAAA Test Port Loc","","","AAAAA Test Port Loc","AAAAA Test Port Loc","AAAAA Test Port Loc","","","","","","","","16712190"
"1411","0","794","-422","135","Alterac Mountains - Central GY","Alterac Mountains - Central GY","Montagnes d'Alterac - CI central","Alteracgebirge - Zentraler FH","","","Montañas de Alterac: CE Central","Montañas de Alterac: CE Central","Альтеракские горы - центральное кладбище","","","","","","","","16712190"
"1416","1","7766","-4100","697","Winterspring, Wintersaber GY","Winterspring, Wintersaber GY","Berceau-de-l'hiver, Sabres-d'hiver CI","Winterquell, Wintersäbler FH","","","Cuna del Invierno, CE Sableinvernales","Cuna del Invierno, CE Sableinvernales","Зимние Ключи, Кладбище ледопардов","","","","","","","","16712190"
"1417","1","6619","-3542","681","Winterspring, Crossroad GY","Winterspring, Crossroad GY","Berceau-de-l'hiver, CI croisée","Winterquell, Wegekreuz FH","","","Conquista del Invierno, CE Cruce de Caminos","Conquista del Invierno, CE Cruce de Caminos","Зимние Ключи, Кладбище на перекрестке","","","","","","","","16712190"
"1418","1","4460","-4287","917","Winterspring, Darkwhisper GY","Winterspring, Darkwhisper GY","Berceau-de-l'hiver, CI de Sombre murmure","Winterquell, Die flüsternde Schuld FH","","","Conquista del Invierno, CE Negro Rumor","Conquista del Invierno, CE Negro Rumor","Ледяные Оковы, Кладбище Зловещего Шепота","","","","","","","","16712190"
"1419","1","4320","-5574","121","Azshara, Ursolan","Azshara, Ursolan","Azshara, Ursolan","Azshara, Ursolan","","","Azshara, Ursolan","Azshara, Ursolan","Азшара, Урсолан","","","","","","","","16712190"
"1420","1","3203","-4947","157","Azshara, Forlorn Ridge","Azshara, Forlorn Ridge","Azshara, la crête Lugubre","Azshara, Der einsame Grat","","","Azshara, Loma Desolada","Azshara, Loma Desolada","Азшара, Одинокая вершина","","","","","","","","16712190"
"1421","1","-1439","1972","85","Desolace, Ghost Walker Post","Desolace, Ghost Walker Post","Désolace, Poste de Rôdeur-fantôme","Desolace, Geistwandlerposten","","","Desolace, Campamento del Espíritu Errante","Desolace, Campamento del Espíritu Errante","Пустоши, Застава Скитающихся Духов","","","","","","","","16712190"
"1422","1","-1783","2857","56","Desolace, Sar'theris Strand","Desolace, Sar'theris Strand","Désolace, Grève de Sar'theris","Desolace, Sar'therisstrand","","","Desolace, Playa de Sar'theris","Desolace, Playa de Sar'theris","Пустоши, Побережье Сар'Терис","","","","","","","","16712190"
"1423","1","-1967","1723","61","Desolace, Mannoroc Coven","Desolace, Mannoroc Coven","Désolace, Convent de Mannoroc","Desolace, Zirkel der Mannoroc","","","Desolace, Aquelarre Mannoroc","Desolace, Aquelarre Mannoroc","Пустоши, Поле Маннорок","","","","","","","","16712190"
"1424","1","-1553","981","90","Desolace, Magram Village","Desolace, Magram Village","Désolace, Village des Magram","Desolace, Magram","","","Desolace, Poblado Magram","Desolace, Poblado Magram","Пустоши, Деревня Маграм","","","","","","","","16712190"
"1425","1","-481","1221","97","Desolace, Roadside","Desolace, Roadside","Désolace, bord de la route","Desolace, Straßenrand","","","Desolace, Camino","Desolace, Camino","Пустоши, Засада на дороге","","","","","","","","16712190"
"1426","1","2928","380","91","Ashenvale, Shrine of Aessina","Ashenvale, Shrine of Aessina","Orneval, le sanctuaire d'Aessina","Eschental, Schrein von Aessina","","","Vallefresno, Santuario de Aessina","Vallefresno, Santuario de Aessina","Ясеневый лес, Святилище Эссины","","","","","","","","16712190"
"1427","1","2291","-1731","118","Ashenvale, Nightsong","Ashenvale, Nightsong","Orneval, Chantenuit","Eschental, Nachtweise","","","Vallefresno, Arrullanoche","Vallefresno, Arrullanoche","Ясеневый лес, Ночная Песня","","","","","","","","16712190"
"1428","1","1284","-298","5","Stonetalon Mountains, Windshear Crag","Stonetalon Mountains, Windshear Crag","Les Serres-Rocheuses, Combe des Cisailles","Steinkrallengebirge, Scherwindklippe","","","Sierra Espolón, Risco Cortaviento","Sierra Espolón, Risco Cortaviento","Когтистые горы, Утес Ветрорезов","","","","","","","","16712190"
"1429","1","1698","1043","148","Stonetalon Mountains, Mirkfallon","Stonetalon Mountains, Mirkfallon","Les Serres-Rocheuses, Mirkfallon","Steinkrallengebirge, Mirkfallon","","","Sierra Espolón, Mirkfallon","Sierra Espolón, Mirkfallon","Когтистые горы, Мутное озеро","","","","","","","","16712190"
"1430","1","161","-1693","93","The Barrens, Forgotten Pools","The Barrens, Forgotten Pools","Les Tarides, les Bassins oubliés","Das Brachland, Vergessene Teiche","","","Los Baldíos, Las Charcas del Olvido","Los Baldíos, Las Charcas del Olvido","Степи, Забытые пруды","","","","","","","","16712190"
"1431","1","790","-2541","91","The Barrens, North GY","The Barrens, North GY","Les Tarides, CI nord","Das Brachland, Nord-FH","","","Los Baldíos, CE Norte","Los Baldíos, CE Norte","Степи, Северное кладбище","","","","","","","","16712190"
"1432","1","-1887","-3055","91","The Barrens, Raptor Grounds","The Barrens, Raptor Grounds","Les Tarides, Terres des Raptors","Das Brachland, Raptorgründe","","","Los Baldíos, Tierras de los Raptores","Los Baldíos, Tierras de los Raptores","Степи, Земли Ящеров","","","","","","","","16712190"
"1433","1","-1480","-2143","92","The Barrens, Central GY","The Barrens, Central GY","Les Tarides, CI central","Das Brachland, Zentraler FH","","","Los Baldíos, CE Central","Los Baldíos, CE Central","Степи. Центральное кладбище","","","","","","","","16712190"
"1434","1","271","-3313","56","The Barrens, East GY","The Barrens, East GY","Les Tarides, CI est","Das Brachland, Ost-FH","","","Los Baldíos, CE Este","Los Baldíos, CE Este","Степи, Восточное кладбище","","","","","","","","16712190"
"1435","1","-2725","-1115","20","Mulgore, Southeast GY","Mulgore, Southeast GY","Mulgore, CI sud-est","Mulgore, Südost-FH","","","Mulgore, CE Sureste","Mulgore, CE Sureste","Мулгор, Юго-восточное кладбище","","","","","","","","16712190"
"1436","1","-1171","-1129","27","Mulgore, Red Rocks","Mulgore, Red Rocks","Mulgore, les Rochers rouges","Mulgore, Teufelsfelsen","","","Mulgore, Roca Roja","Mulgore, Roca Roja","Мулгор, Красные скалы","","","","","","","","16712190"
"1437","1","-5361","-2363","-37","Thousand Needles, Freewind Post","Thousand Needles, Freewind Post","Mille pointes, Poste de Librevent","Tausend Nadeln, Freiwindposten","","","Las Mil Agujas, Poblado Viento Libre","Las Mil Agujas, Poblado Viento Libre","Тысяча Игл, Застава Вольного Ветра","","","","","","","","16712190"
"1438","1","-6115","-3849","-58","Thousand Needles, Mirage Raceway","Thousand Needles, Mirage Raceway","Mille pointes, Piste des mirages","Tausend Nadeln, Illusionenrennbahn","","","Las Mil Agujas, Circuito del Espejismo","Las Mil Agujas, Circuito del Espejismo","Тысяча Игл, Виражи на Миражах","","","","","","","","16712190"
"1439","1","-9044","-2721","37","Tanaris, Southwest GY","Tanaris, Southwest GY","Tanaris, CI sud-ouest","Tanaris, Südwest-FH","","","Tanaris, CE Sureste","Tanaris, CE Sureste","Танарис, Юго-западное кладбище","","","","","","","","16712190"
"1440","1","-7753","-3009","42","Tanaris, Abyssal Sands","Tanaris, Abyssal Sands","Tanaris, Désert Abysséen","Tanaris, Die ewigen Sande","","","Tanaris, Arenas Abisales","Tanaris, Arenas Abisales","Танарис, Безбрежные пески","","","","","","","","16712190"
"1441","1","-5526","1450","23","Feralas, Ruins of Isildien","Feralas, Ruins of Isildien","Féralas, Ruines d'Isildien","Feralas, Ruinen von Isildien","","","Feralas, Ruinas de Isildien","Feralas, Ruinas de Isildien","Фералас, Руины Исильдиэна","","","","","","","","16712190"
"1442","1","-4336","-383","36","Feralas, Lower Wilds","Feralas, Lower Wilds","Féralas, les Étendues sauvages","Feralas, Untere Wildnis","","","Feralas, Bajas Tierras Salvajes","Feralas, Bajas Tierras Salvajes","Фералас, Низинные чащобы","","","","","","","","16712190"
"1443","1","-3332","2276","27","Feralas, Twin Colossals","Feralas, Twin Colossals","Féralas, les Colosses jumeaux","Feralas, Zwillingskolosse","","","Feralas, Los Dos Colosos","Feralas, Los Dos Colosos","Фералас, Два Колосса","","","","","","","","16712190"
"1444","1","-7967","784","-1","Silithus, Hive'Regal","Silithus, Hive'Regal","Silithus, Ruche'Regal","Silithus, Bau des Regalschwarms","","","Silithus, Colmen'Regal","Silithus, Colmen'Regal","Силитус, Улей Регал","","","","","","","","16712190"
"1445","1","-7051","1290","5","Silithus, Twilight Base Camp","Silithus, Twilight Base Camp","Silithus, Camp de base du Crépuscule","Silithus, Basislager des Schattenhammers","","","Silithus, Campamento Crepúsculo","Silithus, Campamento Crepúsculo","Силитус, Сумеречный лагерь","","","","","","","","16712190"
"1446","0","-1343","-2046","70","Arathi Highlands, Stromgarde","Arathi Highlands, Stromgarde","Hautes-terres d'Arathi, Stromgarde","Arathihochland, Stromgarde","","","Tierras Altas de Arathi, Stromgarde","Tierras Altas de Arathi, Stromgarde","Нагорье Арати, Стромгард","","","","","","","","16712190"
"1447","0","-898","-1473","58","Hillsbrad Foothills, Thoradin's Wall","Hillsbrad Foothills, Thoradin's Wall","Contreforts de Hautebrande, Mur de Thoradin","Vorgebirge des Hügellands, Thoradinswall","","","Laderas de Trabalomas, Muralla de Thoradin","Laderas de Trabalomas, Muralla de Thoradin","Предгорья Хилсбрада, Стена Торадина","","","","","","","","16712190"
"1448","0","3118","-4804","101","Eastern Plaguelands, Northdale","Eastern Plaguelands, Northdale","Maleterres de l'est, Valnord","Östliche Pestländer, Nordtal","","","Tierras de la Peste del Este, Vallenorte","Tierras de la Peste del Este, Vallenorte","Восточные Чумные земли, Северный Дол","","","","","","","","16712190"
"1449","0","3339","-3229","142","Eastern Plaguelands, Stratholme","Eastern Plaguelands, Stratholme","Maleterres de l'est, Stratholme","Östliche Pestländer, Stratholme","","","Tierras de la Peste del Este, Stratholme","Tierras de la Peste del Este, Stratholme","Восточные Чумные земли, Стратхольм","","","","","","","","16712190"
"1450","0","2208","-2923","107","Eastern Plaguelands, West GY","Eastern Plaguelands, West GY","Maleterres de l'est, CI ouest","Östliche Pestländer, West-FH","","","Tierras de la Peste del Este, CE Oeste","Tierras de la Peste del Este, CE Oeste","Восточные Чумные земли, Западное кладбище","","","","","","","","16712190"
"1451","0","2663","-1725","123","Western Plaguelands, Hearthglen","Western Plaguelands, Hearthglen","Maleterres de l'ouest, Âtreval","Westliche Pestländer, Herdweiler","","","Tierras de la Peste del Oeste, Vega del Amparo","Tierras de la Peste del Oeste, Vega del Amparo","Западные Чумные земли, Дольный Очаг","","","","","","","","16712190"
"1452","0","-577","118","53","Hillsbrad Foothills, Hillsbrad Fields","Hillsbrad Foothills, Hillsbrad Fields","Contreforts de Hautebrande, Champs de Hautebrande","Vorgebirge des Hügellands, Felder des Hügellands","","","Laderas de Trabalomas, Campos de Trabalomas","Laderas de Trabalomas, Campos de Trabalomas","Предгорья Хилсбрада, Хилсбрадские поля","","","","","","","","16712190"
