"ID","Importance","Icon_1","Icon_2","Icon_3","Icon_4","Icon_5","Icon_6","Icon_7","Icon_8","Icon_9","FactionID","X","Y","Z","ContinentID","Flags","AreaID","Name_Lang_enUS","Name_Lang_enGB","Name_Lang_koKR","Name_Lang_frFR","Name_Lang_deDE","Name_Lang_enCN","Name_Lang_zhCN","Name_Lang_enTW","Name_Lang_zhTW","Name_Lang_esES","Name_Lang_esMX","Name_Lang_ruRU","Name_Lang_ptPT","Name_Lang_ptBR","Name_Lang_itIT","Name_Lang_Unk","Name_Lang_Mask","Description_Lang_enUS","Description_Lang_enGB","Description_Lang_koKR","Description_Lang_frFR","Description_Lang_deDE","Description_Lang_enCN","Description_Lang_zhCN","Description_Lang_enTW","Description_Lang_zhTW","Description_Lang_esES","Description_Lang_esMX","Description_Lang_ruRU","Description_Lang_ptPT","Description_Lang_ptBR","Description_Lang_itIT","Description_Lang_Unk","Description_Lang_Mask","WorldStateID","WorldMapLink"
"2250","0","101","0","0","0","0","0","0","0","0","0","5339","2700","409","571","903","4197","PvP Activity Detected","PvP Activity Detected","Activité JcJ détectée","PvP-Aktivität entdeckt","","","Actividad JcJ detectada","Actividad JcJ detectada","Обнаружена PvP-активность","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712190","3777","0"
"2251","0","101","0","0","0","0","0","0","0","0","0","5338","2841","409","571","903","4197","PvP Activity Detected","PvP Activity Detected","Activité JcJ détectée","PvP-Aktivität entdeckt","","","Actividad JcJ detectada","Actividad JcJ detectada","Обнаружена PvP-активность","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712190","3778","0"
"2252","0","101","0","0","0","0","0","0","0","0","0","5336","2978","409","571","903","4197","PvP Activity Detected","PvP Activity Detected","Activité JcJ détectée","PvP-Aktivität entdeckt","","","Actividad JcJ detectada","Actividad JcJ detectada","Обнаружена PvP-активность","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712190","3779","0"
"2253","0","101","0","0","0","0","0","0","0","0","0","4481","1993","431","571","903","4197","PvP Activity Detected","PvP Activity Detected","Activité JcJ détectée","PvP-Aktivität entdeckt","","","Actividad JcJ detectada","Actividad JcJ detectada","Обнаружена PvP-активность","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712190","3794","0"
"2254","0","101","0","0","0","0","0","0","0","0","0","4403","2349","375","571","903","4197","PvP Activity Detected","PvP Activity Detected","Activité JcJ détectée","PvP-Aktivität entdeckt","","","Actividad JcJ detectada","Actividad JcJ detectada","Обнаружена PvP-активность","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712190","3791","0"
"2255","0","101","0","0","0","0","0","0","0","0","0","4446","2820","402","571","903","4197","PvP Activity Detected","PvP Activity Detected","Activité JcJ détectée","PvP-Aktivität entdeckt","","","Actividad JcJ detectada","Actividad JcJ detectada","Обнаружена PvP-активность","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712190","3795","0"
"2256","0","101","0","0","0","0","0","0","0","0","0","4530","3584","396","571","903","4197","PvP Activity Detected","PvP Activity Detected","Activité JcJ détectée","PvP-Aktivität entdeckt","","","Actividad JcJ detectada","Actividad JcJ detectada","Обнаружена PvP-активность","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712190","3793","0"
"2257","0","101","0","0","0","0","0","0","0","0","0","4394","3294","372","571","903","4197","PvP Activity Detected","PvP Activity Detected","Activité JcJ détectée","PvP-Aktivität entdeckt","","","Actividad JcJ detectada","Actividad JcJ detectada","Обнаружена PvP-активность","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712190","3792","0"
"2258","0","101","0","0","0","0","0","0","0","0","0","4946","3331","376","571","903","4197","PvP Activity Detected","PvP Activity Detected","Activité JcJ détectée","PvP-Aktivität entdeckt","","","Actividad JcJ detectada","Actividad JcJ detectada","Обнаружена PvP-активность","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712190","3788","0"
"2259","0","101","0","0","0","0","0","0","0","0","0","4932","2440","320","571","903","4197","PvP Activity Detected","PvP Activity Detected","Activité JcJ détectée","PvP-Aktivität entdeckt","","","Actividad JcJ detectada","Actividad JcJ detectada","Обнаружена PvP-активность","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712190","3790","0"
"2260","0","101","0","0","0","0","0","0","0","0","0","4860","2023","396","571","903","4197","PvP Activity Detected","PvP Activity Detected","Activité JcJ détectée","PvP-Aktivität entdeckt","","","Actividad JcJ detectada","Actividad JcJ detectada","Обнаружена PvP-активность","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712190","3797","0"
"2261","0","101","0","0","0","0","0","0","0","0","0","4310","1810","348","571","903","4197","PvP Activity Detected","PvP Activity Detected","Activité JcJ détectée","PvP-Aktivität entdeckt","","","Actividad JcJ detectada","Actividad JcJ detectada","Обнаружена PvP-активность","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712190","3798","0"
"2262","0","101","0","0","0","0","0","0","0","0","0","4489","4028","411","571","903","4197","PvP Activity Detected","PvP Activity Detected","Activité JcJ détectée","PvP-Aktivität entdeckt","","","Actividad JcJ detectada","Actividad JcJ detectada","Обнаружена PvP-активность","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712190","3799","0"
"2263","0","101","0","0","0","0","0","0","0","0","0","4696","3806","362","571","903","4197","PvP Activity Detected","PvP Activity Detected","Activité JcJ détectée","PvP-Aktivität entdeckt","","","Actividad JcJ detectada","Actividad JcJ detectada","Обнаружена PvP-активность","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712190","3796","0"
"2141","0","6","54","55","10","52","53","11","50","51","0","4556","3623","449","571","903","4197","Shadowsight Tower","Shadowsight Tower","Tour d'Ombrevue","Schattenblickturm","","","Torre de la Vista de las Sombras","Torre de la Vista de las Sombras","Башня Темного Взора","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","3704","0"
"2270","0","8","8","8","13","13","13","15","15","15","0","4318","2408","392","571","903","4197","Southeast Graveyard","Southeast Graveyard","Cimetière sud-est","Südöstlicher Friedhof","","","Cementerio del sureste","Cementerio del sureste","Юго-восточное кладбище","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","3703","0"
"2269","0","8","8","8","13","13","13","15","15","15","0","4336","3234","390","571","903","4197","Southwest Graveyard","Southwest Graveyard","Cimetière sud-ouest","Südwestlicher Friedhof","","","Cementerio del suroeste","Cementerio del suroeste","Юго-западное кладбище","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","3702","0"
"2300","3","5","0","0","0","0","0","0","0","0","0","3495","1993","64","571","525","4158","Stars' Rest","Stars' Rest","Repos des étoiles","Sternenruh","","","Reposo Estelar","Reposo Estelar","Покой Звезд","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"2265","0","8","8","8","13","13","13","15","15","15","0","5105","2300","368","571","903","4197","Sunken Ring Graveyard","Sunken Ring Graveyard","Cimetière de l'arène Engloutie","Friedhof des versunkenen Rings","","","Cementerio del Anillo Sumergido","Cementerio del Anillo Sumergido","Кладбище Затопленного Круга","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","3701","0"
"2154","0","65","66","67","68","69","70","71","72","73","0","4942","2390","353","571","903","4197","Sunken Ring Vehicle Workshop","Sunken Ring Vehicle Workshop","Garage de l'arène Engloutie","Fahrzeugwerkstatt des versunkenen Rings","","","Taller de Vehículos del Anillo Sumergido","Taller de Vehículos del Anillo Sumergido","Мастерская Затопленного Круга","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712190","3701","0"
"2306","3","5","0","0","0","0","0","0","0","0","0","3445","4111","15","571","525","4037","Taunka'le Village","Taunka'le Village","Taunka'le","Taunka'le","","","Poblado Taunka'le","Poblado Taunka'le","Деревня Таунка'ле","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"2314","3","5","0","0","0","0","0","0","0","0","0","5450","-2575","303","571","525","4275","The Argent Stand","The Argent Stand","Le séjour d'Argent","Die Argentumwache","","","El Confín Argenta","El Confín Argenta","Серебряная застава","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"2139","3","5","0","0","0","0","0","0","0","0","0","8428","2707","655","571","525","4477","The Shadow Vault","The Shadow Vault","Le caveau des Ombres","Das Schattengewölbe","","","La Cámara de las Sombras","La Cámara de las Sombras","Мрачный Свод","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"2305","3","5","0","0","0","0","0","0","0","0","0","3013","4103","24","571","525","4113","Unu'pe","Unu'pe","Unu'pe","Unu'pe","","","Unu'pe","Unu'pe","Уну'пе","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"2086","3","5","0","0","0","0","0","0","0","0","0","616","-5007","2","571","525","3981","Valgarde","Valgarde","Valgarde","Valgarde","","","Valgarde","Valgarde","Валгард","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"2303","3","5","0","0","0","0","0","0","0","0","0","2279","5248","11","571","525","4032","Valiance Keep","Valiance Keep","Donjon de la Bravoure","Valianzfeste","","","Fortaleza Denuedo","Fortaleza Denuedo","Крепость Отваги","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"2087","3","5","0","0","0","0","0","0","0","0","0","1923","-6160","24","571","525","4000","Vengeance Landing","Vengeance Landing","Accostage de la Vengeance","Hafen der Vergeltung","","","Campo Venganza","Campo Venganza","Лагерь Возмездия","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"2299","3","5","0","0","0","0","0","0","0","0","0","3240","-692","166","571","525","4186","Venomspite","Venomspite","Vexevenin","Gallgrimm","","","Rencor Venenoso","Rencor Venenoso","Ядозлобь","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"2304","3","5","0","0","0","0","0","0","0","0","0","2837","6186","277","571","525","4129","Warsong Hold","Warsong Hold","Bastion Chanteguerre","Kriegshymnenfeste","","","Bastión Grito de Guerra","Bastión Grito de Guerra","Крепость Песни Войны","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"2313","3","5","0","0","0","0","0","0","0","0","0","4554","-4213","170","571","525","4159","Westfall Brigade Encampment","Westfall Brigade Encampment","Campement de la brigade de la marche de l'Ouest","Lager der Westfallbrigade","","","Campamento de la Brigada de los Páramos de Poniente","Campamento de la Brigada de los Páramos de Poniente","Лагерь дружины Западного Края","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"2084","3","5","0","0","0","0","0","0","0","0","0","1386","-3247","160","571","525","3998","Westguard Keep","Westguard Keep","Donjon de la Garde de l'ouest","Westwacht","","","Fortaleza de la Guardia Oeste","Fortaleza de la Guardia Oeste","Крепость Западной Стражи","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"2152","0","65","66","67","68","69","70","71","72","73","0","4355","3308","405","571","903","4197","Westspark Vehicle Workshop","Westspark Vehicle Workshop","Garage de l'Ouestincelle","Fahrzeugwerkstatt Westfunk","","","Taller de vehículos Chispa Occidental","Taller de vehículos Chispa Occidental","Мастерская на западе парка","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","3702","0"
"2142","0","6","54","55","10","52","53","11","50","51","0","4397","2822","458","571","903","4197","Winter's Edge Tower","Winter's Edge Tower","Tour Bornehiver","Wintersturzturm","","","Torre Filoinvierno","Torre Filoinvierno","Башня Клинка Зимы","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","3705","0"
"2309","3","5","0","0","0","0","0","0","0","0","0","3780","-734","241","571","525","4177","Wintergarde Keep","Wintergarde Keep","Donjon de Garde-hiver","Feste Wintergarde","","","Fortaleza de Hibergarde","Fortaleza de Hibergarde","Крепость Стражей Зимы","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"2264","0","48","46","101","0","0","0","0","0","0","0","5121","2845","405","571","424","4197","Wintergrasp","Wintergrasp","Joug-d'hiver","Tausendwinter","","","Conquista del Invierno","Conquista del Invierno","Озеро Ледяных Оков","","","","","","","","16712190","Control of Wintergrasp","Control of Wintergrasp","Contrôle de Joug-d'hiver","Kontrolle über Tausendwinter","","","Control de Conquista del Invierno","Control de Conquista del Invierno","Контроль над Озером Ледяных Оков","","","","","","","","16712190","3804","0"
"2246","0","74","75","76","77","78","79","80","81","82","0","5394","2841","418","571","903","4197","Wintergrasp Fortress","Wintergrasp Fortress","Forteresse de Joug-d'hiver","Tausendwinterfestung","","","Fortaleza de Conquista del Invierno","Fortaleza de Conquista del Invierno","Крепость Ледяных Оков","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","3773","0"
"2229","0","74","75","76","77","78","79","80","81","82","0","5162","2841","438","571","1927","4197","Wintergrasp Fortress Gate","Wintergrasp Fortress Gate","Porte de la forteresse de Joug-d'hiver","Festungstor von Tausendwinter","","","Portón de la Fortaleza de Conquista del Invierno","Portón de la Fortaleza de Conquista del Invierno","Врата крепости Ледяных Оков","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","3763","0"
"2146","0","6","54","55","10","52","53","11","50","51","0","5279","2632","462","571","903","4197","Wintergrasp Fortress Tower (NE)","Wintergrasp Fortress Tower (NE)","Tour de la forteresse de Joug-d'hiver (NE)","Turm der Tausendwinterfestung (NO)","","","Torre de la Fortaleza de Conquista del Invierno (NE)","Torre de la Fortaleza de Conquista del Invierno (NE)","Башня Крепости Ледяных Оков (СВ)","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","3712","0"
"2147","0","6","54","55","10","52","53","11","50","51","0","5280","3046","461","571","903","4197","Wintergrasp Fortress Tower (NW)","Wintergrasp Fortress Tower (NW)","Tour de la forteresse de Joug-d'hiver (NO)","Turm der Tausendwinterfestung (NW)","","","Torre de la Fortaleza de Conquista del Invierno (NO)","Torre de la Fortaleza de Conquista del Invierno (NO)","Башня Крепости Ледяных Оков (СЗ)","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","3711","0"
"2145","0","6","54","55","10","52","53","11","50","51","0","5164","2747","462","571","903","4197","Wintergrasp Fortress Tower (SE)","Wintergrasp Fortress Tower (SE)","Tour de la forteresse de Joug-d'hiver (SE)","Turm der Tausendwinterfestung (SO)","","","Torre de la Fortaleza de Conquista del Invierno (SE)","Torre de la Fortaleza de Conquista del Invierno (SE)","Башня Крепости Ледяных Оков (ЮВ)","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","3714","0"
"2144","0","6","54","55","10","52","53","11","50","51","0","5161","2934","462","571","903","4197","Wintergrasp Fortress Tower (SW)","Wintergrasp Fortress Tower (SW)","Tour de la forteresse de Joug-d'hiver (SO)","Turm der Tausendwinterfestung (SW)","","","Torre de la Fortaleza de Conquista del Invierno (SO)","Torre de la Fortaleza de Conquista del Invierno (SO)","Башня Крепости Ледяных Оков (ЮЗ)","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","3713","0"
"2222","0","92","93","94","95","96","97","98","99","100","0","5372","3047","431","571","391","4197","Wintergrasp Fortress Wall","Wintergrasp Fortress Wall","Mur de la forteresse de Joug-d'hiver","Festungsmauer von Tausendwinter","","","Muralla de la Fortaleza de Conquista del Invierno","Muralla de la Fortaleza de Conquista del Invierno","Стена Крепости Ледяных Оков","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712190","3749","0"
"2223","0","92","93","94","95","96","97","98","99","100","0","5331","3046","431","571","391","4197","Wintergrasp Fortress Wall","Wintergrasp Fortress Wall","Mur de la forteresse de Joug-d'hiver","Festungsmauer von Tausendwinter","","","Muralla de la Fortaleza de Conquista del Invierno","Muralla de la Fortaleza de Conquista del Invierno","Стена Крепости Ледяных Оков","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712190","3750","0"
"2224","0","83","84","85","86","87","88","89","90","91","0","5280","2995","432","571","391","4197","Wintergrasp Fortress Wall","Wintergrasp Fortress Wall","Mur de la forteresse de Joug-d'hiver","Festungsmauer von Tausendwinter","","","Muralla de la Fortaleza de Conquista del Invierno","Muralla de la Fortaleza de Conquista del Invierno","Стена Крепости Ледяных Оков","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712190","3751","0"
"2225","0","83","84","85","86","87","88","89","90","91","0","5279","2954","432","571","391","4197","Wintergrasp Fortress Wall","Wintergrasp Fortress Wall","Mur de la forteresse de Joug-d'hiver","Festungsmauer von Tausendwinter","","","Muralla de la Fortaleza de Conquista del Invierno","Muralla de la Fortaleza de Conquista del Invierno","Стена Крепости Ледяных Оков","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712190","3752","0"
"2226","0","92","93","94","95","96","97","98","99","100","0","5255","2934","432","571","391","4197","Wintergrasp Fortress Wall","Wintergrasp Fortress Wall","Mur de la forteresse de Joug-d'hiver","Festungsmauer von Tausendwinter","","","Muralla de la Fortaleza de Conquista del Invierno","Muralla de la Fortaleza de Conquista del Invierno","Стена Крепости Ледяных Оков","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712190","3753","0"
"2227","0","92","93","94","95","96","97","98","99","100","0","5216","2933","432","571","391","4197","Wintergrasp Fortress Wall","Wintergrasp Fortress Wall","Mur de la forteresse de Joug-d'hiver","Festungsmauer von Tausendwinter","","","Muralla de la Fortaleza de Conquista del Invierno","Muralla de la Fortaleza de Conquista del Invierno","Стена Крепости Ледяных Оков","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712190","3754","0"
"2228","0","83","84","85","86","87","88","89","90","91","0","5162","2882","433","571","391","4197","Wintergrasp Fortress Wall","Wintergrasp Fortress Wall","Mur de la forteresse de Joug-d'hiver","Festungsmauer von Tausendwinter","","","Muralla de la Fortaleza de Conquista del Invierno","Muralla de la Fortaleza de Conquista del Invierno","Стена Крепости Ледяных Оков","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712190","3755","0"
"2230","0","83","84","85","86","87","88","89","90","91","0","5163","2798","432","571","391","4197","Wintergrasp Fortress Wall","Wintergrasp Fortress Wall","Mur de la forteresse de Joug-d'hiver","Festungsmauer von Tausendwinter","","","Muralla de la Fortaleza de Conquista del Invierno","Muralla de la Fortaleza de Conquista del Invierno","Стена Крепости Ледяных Оков","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712190","3756","0"
"2231","0","92","93","94","95","96","97","98","99","100","0","5215","2747","432","571","391","4197","Wintergrasp Fortress Wall","Wintergrasp Fortress Wall","Mur de la forteresse de Joug-d'hiver","Festungsmauer von Tausendwinter","","","Muralla de la Fortaleza de Conquista del Invierno","Muralla de la Fortaleza de Conquista del Invierno","Стена Крепости Ледяных Оков","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712190","3757","0"
"2232","0","92","93","94","95","96","97","98","99","100","0","5256","2747","433","571","391","4197","Wintergrasp Fortress Wall","Wintergrasp Fortress Wall","Mur de la forteresse de Joug-d'hiver","Festungsmauer von Tausendwinter","","","Muralla de la Fortaleza de Conquista del Invierno","Muralla de la Fortaleza de Conquista del Invierno","Стена Крепости Ледяных Оков","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712190","3758","0"
"2233","0","83","84","85","86","87","88","89","90","91","0","5279","2725","433","571","391","4197","Wintergrasp Fortress Wall","Wintergrasp Fortress Wall","Mur de la forteresse de Joug-d'hiver","Festungsmauer von Tausendwinter","","","Muralla de la Fortaleza de Conquista del Invierno","Muralla de la Fortaleza de Conquista del Invierno","Стена Крепости Ледяных Оков","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","3759","0"
"2234","0","83","84","85","86","87","88","89","90","91","0","5279","2683","433","571","391","4197","Wintergrasp Fortress Wall","Wintergrasp Fortress Wall","Mur de la forteresse de Joug-d'hiver","Festungsmauer von Tausendwinter","","","Muralla de la Fortaleza de Conquista del Invierno","Muralla de la Fortaleza de Conquista del Invierno","Стена Крепости Ледяных Оков","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","3760","0"
"2235","0","92","93","94","95","96","97","98","99","100","0","5330","2630","432","571","391","4197","Wintergrasp Fortress Wall","Wintergrasp Fortress Wall","Mur de la forteresse de Joug-d'hiver","Festungsmauer von Tausendwinter","","","Muralla de la Fortaleza de Conquista del Invierno","Muralla de la Fortaleza de Conquista del Invierno","Стена Крепости Ледяных Оков","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712190","3761","0"
"2236","0","92","93","94","95","96","97","98","99","100","0","5372","2630","431","571","391","4197","Wintergrasp Fortress Wall","Wintergrasp Fortress Wall","Mur de la forteresse de Joug-d'hiver","Festungsmauer von Tausendwinter","","","Muralla de la Fortaleza de Conquista del Invierno","Muralla de la Fortaleza de Conquista del Invierno","Стена Крепости Ледяных Оков","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712190","3762","0"
"2237","0","92","93","94","95","96","97","98","99","100","0","5386","2909","433","571","391","4197","Wintergrasp Fortress Wall","Wintergrasp Fortress Wall","Mur de la forteresse de Joug-d'hiver","Festungsmauer von Tausendwinter","","","Muralla de la Fortaleza de Conquista del Invierno","Muralla de la Fortaleza de Conquista del Invierno","Стена Крепости Ледяных Оков","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712190","3764","0"
"2238","0","92","93","94","95","96","97","98","99","100","0","5343","2909","432","571","391","4197","Wintergrasp Fortress Wall","Wintergrasp Fortress Wall","Mur de la forteresse de Joug-d'hiver","Festungsmauer von Tausendwinter","","","Muralla de la Fortaleza de Conquista del Invierno","Muralla de la Fortaleza de Conquista del Invierno","Стена Крепости Ледяных Оков","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","3765","0"
"2239","0","92","93","94","95","96","97","98","99","100","0","5300","2909","433","571","391","4197","Wintergrasp Fortress Wall","Wintergrasp Fortress Wall","Mur de la forteresse de Joug-d'hiver","Festungsmauer von Tausendwinter","","","Muralla de la Fortaleza de Conquista del Invierno","Muralla de la Fortaleza de Conquista del Invierno","Стена Крепости Ледяных Оков","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712190","3766","0"
"2240","0","83","84","85","86","87","88","89","90","91","0","5279","2883","433","571","391","4197","Wintergrasp Fortress Wall","Wintergrasp Fortress Wall","Mur de la forteresse de Joug-d'hiver","Festungsmauer von Tausendwinter","","","Muralla de la Fortaleza de Conquista del Invierno","Muralla de la Fortaleza de Conquista del Invierno","Стена Крепости Ледяных Оков","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712190","3767","0"
"2241","0","83","84","85","86","87","88","89","90","91","0","5280","2840","433","571","391","4197","Wintergrasp Fortress Wall","Wintergrasp Fortress Wall","Mur de la forteresse de Joug-d'hiver","Festungsmauer von Tausendwinter","","","Muralla de la Fortaleza de Conquista del Invierno","Muralla de la Fortaleza de Conquista del Invierno","Стена Крепости Ледяных Оков","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","3768","0"
"2242","0","83","84","85","86","87","88","89","90","91","0","5280","2798","433","571","391","4197","Wintergrasp Fortress Wall","Wintergrasp Fortress Wall","Mur de la forteresse de Joug-d'hiver","Festungsmauer von Tausendwinter","","","Muralla de la Fortaleza de Conquista del Invierno","Muralla de la Fortaleza de Conquista del Invierno","Стена Крепости Ледяных Оков","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","3769","0"
"2243","0","92","93","94","95","96","97","98","99","100","0","5302","2771","433","571","391","4197","Wintergrasp Fortress Wall","Wintergrasp Fortress Wall","Mur de la forteresse de Joug-d'hiver","Festungsmauer von Tausendwinter","","","Muralla de la Fortaleza de Conquista del Invierno","Muralla de la Fortaleza de Conquista del Invierno","Стена Крепости Ледяных Оков","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","3770","0"
"2244","0","92","93","94","95","96","97","98","99","100","0","5343","2771","432","571","391","4197","Wintergrasp Fortress Wall","Wintergrasp Fortress Wall","Mur de la forteresse de Joug-d'hiver","Festungsmauer von Tausendwinter","","","Muralla de la Fortaleza de Conquista del Invierno","Muralla de la Fortaleza de Conquista del Invierno","Стена Крепости Ледяных Оков","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712190","3771","0"
"2245","0","92","93","94","95","96","97","98","99","100","0","5384","2772","433","571","391","4197","Wintergrasp Fortress Wall","Wintergrasp Fortress Wall","Mur de la forteresse de Joug-d'hiver","Festungsmauer von Tausendwinter","","","Muralla de la Fortaleza de Conquista del Invierno","Muralla de la Fortaleza de Conquista del Invierno","Стена Крепости Ледяных Оков","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","3772","0"
"2298","3","5","0","0","0","0","0","0","0","0","0","3546","273","45","571","525","4161","Wyrmrest Temple","Wyrmrest Temple","Temple du Repos du ver","Wyrmruhtempel","","","Templo del Reposo del Dragón","Templo del Reposo del Dragón","Храм Драконьего Покоя","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"2315","3","5","0","0","0","0","0","0","0","0","0","5764","-3563","387","571","525","4323","Zim'Torga","Zim'Torga","Zim'Torga","Zim'Torga","","","Zim'Torga","Zim'Torga","Зим'Торга","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"2106","0","45","0","0","0","0","0","0","0","0","0","2279","1138","138","595","259","4100","Elder's Square Gate","Elder's Square Gate","Porte de la place des Anciens","Tor des Ältestenplatzes","","","Puerta de la Plaza de los Ancestros","Puerta de la Plaza de los Ancestros","Врата Площади Старейшины","","","","","","","","16712190","Elder's Square Gate","Elder's Square Gate","Porte de la place des Anciens","Tor des Ältestenplatzes","","","Puerta de la Plaza de los Ancestros","Puerta de la Plaza de los Ancestros","Врата Площади Старейшины","","","","","","","","16712190","3581","0"
"2107","0","45","0","0","0","0","0","0","0","0","0","2184","1236","136","595","259","4100","Festival Lane Gate","Festival Lane Gate","Porte de l'allée du Festival","Tor der Feststraße","","","Puerta de la Calle del Festival","Puerta de la Calle del Festival","Врата праздничной улицы","","","","","","","","16712190","Festival Lane Gate","Festival Lane Gate","Porte de l'allée du Festival","Tor der Feststraße","","","Puerta de la Calle del Festival","Puerta de la Calle del Festival","Врата праздничной улицы","","","","","","","","16712190","3582","0"
"2109","0","45","0","0","0","0","0","0","0","0","0","2122","1354","131","595","259","4100","King's Square Fountain","King's Square Fountain","Fontaine de la place du Roi","Brunnen des Königsplatzes","","","Fuente de la Plaza del Rey","Fuente de la Plaza del Rey","Фонтан Королевской площади","","","","","","","","16712190","King's Square Fountain","King's Square Fountain","Fontaine de la place du Roi","Brunnen des Königsplatzes","","","Fuente de la Plaza del Rey","Fuente de la Plaza del Rey","Фонтан Королевской площади","","","","","","","","16712190","3583","0"
"2108","0","45","0","0","0","0","0","0","0","0","0","2225","1331","127","595","259","4100","Market Row Gate","Market Row Gate","Porte de l'allée du Marché","Tor der Marktgasse","","","Puerta de la Fila del Mercado","Puerta de la Fila del Mercado","Врата Торгового ряда","","","","","","","","16712190","Market Row Gate","Market Row Gate","Porte de l'allée du Marché","Tor der Marktgasse","","","Puerta de la Fila del Mercado","Puerta de la Fila del Mercado","Врата Торгового ряда","","","","","","","","16712190","3584","0"
"2105","0","45","0","0","0","0","0","0","0","0","0","2355","1195","130","595","259","4100","Town Hall","Town Hall","Hôtel de ville","Rathaus","","","Concejo","Concejo","Ратуша","","","","","","","","16712190","Town Hall","Town Hall","Hôtel de ville","Rathaus","","","Concejo","Concejo","Ратуша","","","","","","","","16712190","3585","0"
"2332","0","10","52","53","6","0","0","0","0","0","0","-79","89","483","603","903","4445","Tower of Flames","Tower of Flames","Tour des Flammes","Turm der Flammen","","","Torre de Llamas","Torre de Llamas","Башня Пламени","","","","","","","","16712190","Provides power to Mimiron's Inferno","Provides power to Mimiron's Inferno","Fournit de l'énergie à l'Inferno de Mimiron","Versorgt Mimirons Inferno mit Energie.","","","Proporciona poder al Infierno de Mimiron","Proporciona poder al Infierno de Mimiron","Provides power to Mimiron's Inferno","","","","","","","","16712190","4195","0"
