level;class;basehp0;basehp1;basehp2;basemana;basearmor;attackpower;rangedattackpower;damage_base;damage_exp1;damage_exp2;comment
16;8;307;1;1;856;589;24;13;6,6051;6,6051;6,6051;\N
17;8;330;1;1;938;617;26;13;7,0485;7,0485;7,0485;\N
18;8;354;1;1;1020;643;27;13;7,4083;7,4083;7,4083;\N
19;8;379;1;1;1118;674;28;13;7,9333;7,9333;7,9333;\N
20;8;405;1;1;1202;701;30;14;8,3382;8,3382;8,3382;\N
21;8;432;1;1;1272;729;32;14;8,5517;8,5517;8,5517;\N
22;8;463;1;1;1357;759;34;14;8,9102;8,9102;8,9102;\N
23;8;494;1;1;1443;786;35;14;9,228;9,228;9,228;\N
24;8;528;1;1;1545;815;36;15;9,6818;9,6818;9,6818;\N
25;8;562;1;1;1633;843;37;15;10,1014;10,1014;10,1014;\N
26;8;598;1;1;1707;871;39;15;10,3246;10,3246;10,3246;\N
27;8;633;1;1;1812;900;40;15;10,804;10,804;10,804;\N
28;8;669;1;1;1977;928;42;15;11,0213;11,0213;11,0213;\N
29;8;704;1;1;2068;957;44;16;11,3608;11,3608;11,3608;\N
30;8;737;1;1;2175;984;44;16;11,9607;11,9607;11,9607;\N
31;8;770;1;1;2253;1012;46;16;12,16;12,16;12,16;\N
32;8;802;1;1;2362;1042;47;16;12,5746;12,5746;12,5746;\N
33;8;835;1;1;2457;1065;49;17;12,7966;12,7966;12,7966;\N
34;8;867;1;1;2553;1098;50;17;13,2162;13,2162;13,2162;\N
35;8;902;1;1;2680;1124;52;17;13,497;13,497;13,497;\N
36;8;935;1;1;2763;1241;53;18;13,8566;13,8566;13,8566;\N
37;8;970;1;1;2861;1300;54;18;14,367;14,367;14,367;\N
38;8;1004;1;1;2975;1391;56;18;14,6707;14,6707;14,6707;\N
39;8;1040;1;1;3075;1489;58;18;15,1049;15,1049;15,1049;\N
40;8;1077;1;1;3191;1590;60;19;15,5617;15,5617;15,5617;\N
41;8;1110;1;1;3293;1697;62;19;16,4044;16,4044;16,4044;\N
42;8;1156;1;1;3471;1811;67;19;17,3076;17,3076;17,3076;\N
43;8;1201;1;1;3575;1926;71;19;18,5165;18,5165;18,5165;\N
44;8;1247;1;1;3680;2078;78;20;19,9224;19,9224;19,9224;\N
45;8;1294;1;1;3801;2177;81;20;21,0097;21,0097;21,0097;\N
46;8;1343;1;1;3923;2220;83;20;21,4023;21,4023;21,4023;\N
47;8;1393;1;1;4031;2265;85;21;21,9484;21,9484;21,9484;\N
48;8;1443;1;1;4140;2307;87;21;22,3444;22,3444;22,3444;\N
49;8;1497;1;1;4281;2349;89;21;22,8788;22,8788;22,8788;\N
50;8;1551;1;1;4393;2393;91;22;23,4508;23,4508;23,4508;\N
51;8;1604;1;1;4506;2437;93;22;23,8815;23,8815;23,8815;\N
52;8;1660;1;1;4650;2481;95;22;24,4958;24,4958;24,4958;\N
53;8;1717;1;1;4765;2524;97;23;24,9442;24,9442;24,9442;\N
54;8;1773;1;1;4896;2567;99;23;25,5368;25,5368;25,5368;\N
55;8;1830;1;3660;5013;2609;101;23;26,079;26,079;26,079;\N
56;8;1889;1;3778;5206;2654;104;24;26,4791;26,4791;26,4791;\N
57;8;1949;1;3898;5340;2698;106;24;27,0667;27,0667;27,0667;\N
58;8;2010;2793;4020;5461;2740;107;24;27,6972;37,4048;37,4048;\N
59;8;2073;2899;1;5598;2784;110;25;28,1686;46,5537;46,5537;\N
60;8;2136;3484;1;5751;3025;112;25;28,7983;50,396;50,396;\N
61;8;2201;3611;1;5875;3263;115;25;29,3225;53,4807;53,4807;\N
62;8;2266;3739;1;6015;3500;116;25;29,917;57,2713;57,2713;\N
63;8;2332;3870;1;6156;3736;119;26;30,4646;60,577;60,577;\N
64;8;2399;4000;1;6229;3977;121;26;31,0435;64,089;64,089;\N
65;8;2467;4731;4731;6443;4214;124;26;31,6015;68,0244;69,9742;\N
66;8;2552;4892;4892;6588;4460;125;27;32,1734;72,0499;78,8784;\N
67;8;2610;5060;1;6749;4710;128;27;32,736;75,9676;87,7826;\N
68;8;2684;4580;5588;6882;4928;130;27;33,3048;80,1061;96,6868;\N
69;8;2759;4733;6387;7031;5167;133;28;33,8695;84,2722;105,591;\N
70;8;2835;4890;7185;7196;5404;135;28;34,4369;88,3402;114,496;\N
71;8;2914;5027;7432;7332;5645;137;31;35,0025;92,4034;117,829;\N
72;8;2995;5166;7688;7500;5886;140;34;35,5693;96,5068;121,259;\N
73;8;3098;5311;7952;7654;6126;143;37;36,1353;100,617;124,79;\N
74;8;3186;1;8225;7809;6368;158;41;36,7018;104,723;128,423;\N
75;8;3256;5617;8508;7981;6610;175;45;37,268;108,832;132,162;\N
76;8;3367;1;8800;8139;6851;193;49;37,8342;112,941;136,01;\N
77;8;3462;1;9103;8313;7094;214;54;38,4004;117,05;139,97;\N
78;8;3558;1;9416;8459;7335;236;58;38,9666;121,159;144,045;\N
79;8;3658;1;9740;8636;7579;260;64;39,5328;125,268;148,239;\N
80;8;3739;1;10080;8814;7822;287;69;40,099;129,377;152,555;\N
81;8;3870;1;10486;8979;8102;317;74;40,6652;133,486;156,871;\N
82;8;3977;1;10784;9160;8340;350;79;41,2314;137,595;161,187;\N
83;8;4090;1;11156;9328;8505;386;84;41,7976;141,704;165,503;\N
84;8;4203;6906;11528;9512;8670;425;89;42,3638;145,813;169,819;\N
85;8;4299;7051;11900;9697;8835;467;94;42,93;149,922;174,135;\N
86;8;4429;7196;12272;9882;9000;509;99;43,4962;154,031;178,451;\N
87;8;4542;7341;12644;10067;9165;551;104;44,0624;158,14;182,767;\N
88;8;4655;7486;13016;10252;9330;593;109;44,6286;162,249;187,083;\N
89;8;4768;7631;13388;10437;9495;635;114;45,1948;166,358;191,399;\N
90;8;4881;7776;13760;10622;9660;677;119;45,761;170,467;195,715;\N
91;8;4994;7921;14132;10807;9825;719;124;46,3272;174,576;200,031;\N
92;8;5107;8066;14504;10992;9990;761;129;46,8934;178,685;204,347;\N
93;8;5220;8211;14876;11177;10155;803;134;47,4596;182,794;208,663;\N
94;8;5333;8356;15248;11362;10320;845;139;48,0258;186,903;212,979;\N
95;8;5446;8501;15620;11547;10485;887;144;48,592;191,012;217,295;\N
96;8;5559;8646;15992;11732;10650;929;149;49,1582;195,121;221,611;\N
97;8;5672;8791;16364;11917;10815;971;154;49,7244;199,23;225,927;\N
98;8;5785;8936;16736;12102;10980;1013;159;50,2906;203,339;230,243;\N
99;8;5898;9081;17108;12287;11145;1055;164;50,8568;207,448;234,559;\N
100;8;6011;9226;17480;12472;11310;1097;169;51,423;211,557;238,875;\N
101;8;6124;9371;17852;12657;11475;1139;174;51,9892;215,666;243,191;\N
102;8;6237;9516;18224;12842;11640;1181;179;52,5554;219,775;247,507;\N
103;8;6350;9661;18596;13027;11805;1223;184;53,1216;223,884;251,823;\N
104;8;6463;9806;18968;13212;11970;1265;189;53,6878;227,993;256,139;\N
105;8;6576;9951;19340;13397;12135;1307;194;54,254;232,102;260,455;\N
106;8;6689;10096;19712;13582;12300;1349;199;54,8202;236,211;264,771;\N
107;8;6802;10241;20084;13767;12465;1391;204;55,3864;240,32;269,087;\N
108;8;6915;10386;20456;13952;12630;1433;209;55,9526;244,429;273,403;\N
109;8;7028;10531;20828;14137;12795;1475;214;56,5188;248,538;277,719;\N
110;8;7141;10676;21200;14322;12960;1517;219;57,085;252,647;282,035;\N
111;8;7254;10821;21572;14507;13125;1559;224;57,6512;256,756;286,351;\N
112;8;7367;10966;21944;14692;13290;1601;229;58,2174;260,865;290,667;\N
113;8;7480;11111;22316;14877;13455;1643;234;58,7836;264,974;294,983;\N
114;8;7593;11256;22688;15062;13620;1685;239;59,3498;269,083;299,299;\N
115;8;7706;11401;23060;15247;13785;1727;244;59,916;273,192;303,615;\N
116;8;7819;11546;23432;15432;13950;1769;249;60,4822;277,301;307,931;\N
117;8;7932;11691;23804;15617;14115;1811;254;61,0484;281,41;312,247;\N
118;8;8045;11836;24176;15802;14280;1853;259;61,6146;285,519;316,563;\N
119;8;8158;11981;24548;15987;14445;1895;264;62,1808;289,628;320,879;\N
120;8;8271;12126;24920;16172;14610;1937;269;62,747;293,737;325,195;\N
121;8;8384;12271;25292;16357;14775;1979;274;63,3132;297,846;329,511;\N
122;8;8497;12416;25664;16542;14940;2021;279;63,8794;301,955;333,827;\N
123;8;8610;12561;26036;16727;15105;2063;284;64,4456;306,064;338,143;\N
124;8;8723;12706;26408;16912;15270;2105;289;65,0118;310,173;342,459;\N
125;8;8836;12851;26780;17097;15435;2147;294;65,578;314,282;346,775;\N
126;8;8949;12996;27152;17282;15600;2189;299;66,1442;318,391;351,091;\N
127;8;9062;13141;27524;17467;15765;2231;304;66,7104;322,5;355,407;\N
128;8;9175;13286;27896;17652;15930;2273;309;67,2766;326,609;359,723;\N
129;8;9288;13431;28268;17837;16095;2315;314;67,8428;330,718;364,039;\N
130;8;9401;13576;28640;18022;16260;2357;319;68,409;334,827;368,355;\N
131;8;9514;13721;29012;18207;16425;2399;324;68,9752;338,936;372,671;\N
132;8;9627;13866;29384;18392;16590;2441;329;69,5414;343,045;376,987;\N
133;8;9740;14011;29756;18577;16755;2483;334;70,1076;347,154;381,303;\N
134;8;9853;14156;30128;18762;16920;2525;339;70,6738;351,263;385,619;\N
135;8;9966;14301;30500;18947;17085;2567;344;71,24;355,372;389,935;\N
136;8;10079;14446;30872;19132;17250;2609;349;71,8062;359,481;394,251;\N
137;8;10192;14591;31244;19317;17415;2651;354;72,3724;363,59;398,567;\N
138;8;10305;14736;31616;19502;17580;2693;359;72,9386;367,699;402,883;\N
139;8;10418;14881;31988;19687;17745;2735;364;73,5048;371,808;407,199;\N
140;8;10531;15026;32360;19872;17910;2777;369;74,071;375,917;411,515;\N
141;8;10644;15171;32732;20057;18075;2819;374;74,6372;380,026;415,831;\N
142;8;10757;15316;33104;20242;18240;2861;379;75,2034;384,135;420,147;\N
143;8;10870;15461;33476;20427;18405;2903;384;75,7696;388,244;424,463;\N
144;8;10983;15606;33848;20612;18570;2945;389;76,3358;392,353;428,779;\N
145;8;11096;15751;34220;20797;18735;2987;394;76,902;396,462;433,095;\N
146;8;11209;15896;34592;20982;18900;3029;399;77,4682;400,571;437,411;\N
147;8;11322;16041;34964;21167;19065;3071;404;78,0344;404,68;441,727;\N
148;8;11435;16186;35336;21352;19230;3113;409;78,6006;408,789;446,043;\N
149;8;11548;16331;35708;21537;19395;3155;414;79,1668;412,898;450,359;\N
150;8;11661;16476;36080;21722;19560;3197;419;79,733;417,007;454,675;\N
151;8;11774;16621;36452;21907;19725;3239;424;80,2992;421,116;458,991;\N
152;8;11887;16766;36824;22092;19890;3281;429;80,8654;425,225;463,307;\N
153;8;12000;16911;37196;22277;20055;3323;434;81,4316;429,334;467,623;\N
154;8;12113;17056;37568;22462;20220;3365;439;81,9978;433,443;471,939;\N
155;8;12226;17201;37940;22647;20385;3407;444;82,564;437,552;476,255;\N
156;8;12339;17346;38312;22832;20550;3449;449;83,1302;441,661;480,571;\N
157;8;12452;17491;38684;23017;20715;3491;454;83,6964;445,77;484,887;\N
158;8;12565;17636;39056;23202;20880;3533;459;84,2626;449,879;489,203;\N
159;8;12678;17781;39428;23387;21045;3575;464;84,8288;453,988;493,519;\N
160;8;12791;17926;39800;23572;21210;3617;469;85,395;458,097;497,835;\N
161;8;12904;18071;40172;23757;21375;3659;474;85,9612;462,206;502,151;\N
162;8;13017;18216;40544;23942;21540;3701;479;86,5274;466,315;506,467;\N
163;8;13130;18361;40916;24127;21705;3743;484;87,0936;470,424;510,783;\N
164;8;13243;18506;41288;24312;21870;3785;489;87,6598;474,533;515,099;\N
165;8;13356;18651;41660;24497;22035;3827;494;88,226;478,642;519,415;\N
166;8;13469;18796;42032;24682;22200;3869;499;88,7922;482,751;523,731;\N
167;8;13582;18941;42404;24867;22365;3911;504;89,3584;486,86;528,047;\N
168;8;13695;19086;42776;25052;22530;3953;509;89,9246;490,969;532,363;\N
169;8;13808;19231;43148;25237;22695;3995;514;90,4908;495,078;536,679;\N
170;8;13921;19376;43520;25422;22860;4037;519;91,057;499,187;540,995;\N
171;8;14034;19521;43892;25607;23025;4079;524;91,6232;503,296;545,311;\N
172;8;14147;19666;44264;25792;23190;4121;529;92,1894;507,405;549,627;\N
173;8;14260;19811;44636;25977;23355;4163;534;92,7556;511,514;553,943;\N
174;8;14373;19956;45008;26162;23520;4205;539;93,3218;515,623;558,259;\N
175;8;14486;20101;45380;26347;23685;4247;544;93,888;519,732;562,575;\N
176;8;14599;20246;45752;26532;23850;4289;549;94,4542;523,841;566,891;\N
177;8;14712;20391;46124;26717;24015;4331;554;95,0204;527,95;571,207;\N
178;8;14825;20536;46496;26902;24180;4373;559;95,5866;532,059;575,523;\N
179;8;14938;20681;46868;27087;24345;4415;564;96,1528;536,168;579,839;\N
180;8;15051;20826;47240;27272;24510;4457;569;96,719;540,277;584,155;\N
181;8;15164;20971;47612;27457;24675;4499;574;97,2852;544,386;588,471;\N
182;8;15277;21116;47984;27642;24840;4541;579;97,8514;548,495;592,787;\N
183;8;15390;21261;48356;27827;25005;4583;584;98,4176;552,604;597,103;\N
184;8;15503;21406;48728;28012;25170;4625;589;98,9838;556,713;601,419;\N
185;8;15616;21551;49100;28197;25335;4667;594;99,55;560,822;605,735;\N
186;8;15729;21696;49472;28382;25500;4709;599;100,116;564,931;610,051;\N
187;8;15842;21841;49844;28567;25665;4751;604;100,682;569,04;614,367;\N
188;8;15955;21986;50216;28752;25830;4793;609;101,249;573,149;618,683;\N
189;8;16068;22131;50588;28937;25995;4835;614;101,815;577,258;622,999;\N
190;8;16181;22276;50960;29122;26160;4877;619;102,381;581,367;627,315;\N
191;8;16294;22421;51332;29307;26325;4919;624;102,947;585,476;631,631;\N
192;8;16407;22566;51704;29492;26490;4961;629;103,513;589,585;635,947;\N
193;8;16520;22711;52076;29677;26655;5003;634;104,08;593,694;640,263;\N
194;8;16633;22856;52448;29862;26820;5045;639;104,646;597,803;644,579;\N
195;8;16746;23001;52820;30047;26985;5087;644;105,212;601,912;648,895;\N
196;8;16859;23146;53192;30232;27150;5129;649;105,778;606,021;653,211;\N
197;8;16972;23291;53564;30417;27315;5171;654;106,344;610,13;657,527;\N
198;8;17085;23436;53936;30602;27480;5213;659;106,911;614,239;661,843;\N
199;8;17198;23581;54308;30787;27645;5255;664;107,477;618,348;666,159;\N
200;8;17311;23726;54680;30972;27810;5297;669;108,043;622,457;670,475;\N
201;8;17424;23871;55052;31157;27975;5339;674;108,609;626,566;674,791;\N
202;8;17537;24016;55424;31342;28140;5381;679;109,175;630,675;679,107;\N
203;8;17650;24161;55796;31527;28305;5423;684;109,742;634,784;683,423;\N
204;8;17763;24306;56168;31712;28470;5465;689;110,308;638,893;687,739;\N
205;8;17876;24451;56540;31897;28635;5507;694;110,874;643,002;692,055;\N
206;8;17989;24596;56912;32082;28800;5549;699;111,44;647,111;696,371;\N
207;8;18102;24741;57284;32267;28965;5591;704;112,006;651,22;700,687;\N
208;8;18215;24886;57656;32452;29130;5633;709;112,573;655,329;705,003;\N
209;8;18328;25031;58028;32637;29295;5675;714;113,139;659,438;709,319;\N
210;8;18441;25176;58400;32822;29460;5717;719;113,705;663,547;713,635;\N
211;8;18554;25321;58772;33007;29625;5759;724;114,271;667,656;717,951;\N
212;8;18667;25466;59144;33192;29790;5801;729;114,837;671,765;722,267;\N
213;8;18780;25611;59516;33377;29955;5843;734;115,404;675,874;726,583;\N
214;8;18893;25756;59888;33562;30120;5885;739;115,97;679,983;730,899;\N
215;8;19006;25901;60260;33747;30285;5927;744;116,536;684,092;735,215;\N
216;8;19119;26046;60632;33932;30450;5969;749;117,102;688,201;739,531;\N
217;8;19232;26191;61004;34117;30615;6011;754;117,668;692,31;743,847;\N
218;8;19345;26336;61376;34302;30780;6053;759;118,235;696,419;748,163;\N
219;8;19458;26481;61748;34487;30945;6095;764;118,801;700,528;752,479;\N
220;8;19571;26626;62120;34672;31110;6137;769;119,367;704,637;756,795;\N
221;8;19684;26771;62492;34857;31275;6179;774;119,933;708,746;761,111;\N
222;8;19797;26916;62864;35042;31440;6221;779;120,499;712,855;765,427;\N
223;8;19910;27061;63236;35227;31605;6263;784;121,066;716,964;769,743;\N
224;8;20023;27206;63608;35412;31770;6305;789;121,632;721,073;774,059;\N
225;8;20136;27351;63980;35597;31935;6347;794;122,198;725,182;778,375;\N
226;8;20249;27496;64352;35782;32100;6389;799;122,764;729,291;782,691;\N
227;8;20362;27641;64724;35967;32265;6431;804;123,33;733,4;787,007;\N
228;8;20475;27786;65096;36152;32430;6473;809;123,897;737,509;791,323;\N
229;8;20588;27931;65468;36337;32595;6515;814;124,463;741,618;795,639;\N
230;8;20701;28076;65840;36522;32760;6557;819;125,029;745,727;799,955;\N
231;8;20814;28221;66212;36707;32925;6599;824;125,595;749,836;804,271;\N
232;8;20927;28366;66584;36892;33090;6641;829;126,161;753,945;808,587;\N
233;8;21040;28511;66956;37077;33255;6683;834;126,728;758,054;812,903;\N
234;8;21153;28656;67328;37262;33420;6725;839;127,294;762,163;817,219;\N
235;8;21266;28801;67700;37447;33585;6767;844;127,86;766,272;821,535;\N
236;8;21379;28946;68072;37632;33750;6809;849;128,426;770,381;825,851;\N
237;8;21492;29091;68444;37817;33915;6851;854;128,992;774,49;830,167;\N
238;8;21605;29236;68816;38002;34080;6893;859;129,559;778,599;834,483;\N
239;8;21718;29381;69188;38187;34245;6935;864;130,125;782,708;838,799;\N
240;8;21831;29526;69560;38372;34410;6977;869;130,691;786,817;843,115;\N
241;8;21944;29671;69932;38557;34575;7019;874;131,257;790,926;847,431;\N
242;8;22057;29816;70304;38742;34740;7061;879;131,823;795,035;851,747;\N
243;8;22170;29961;70676;38927;34905;7103;884;132,39;799,144;856,063;\N
244;8;22283;30106;71048;39112;35070;7145;889;132,956;803,253;860,379;\N
245;8;22396;30251;71420;39297;35235;7187;894;133,522;807,362;864,695;\N
246;8;22509;30396;71792;39482;35400;7229;899;134,088;811,471;869,011;\N
247;8;22622;30541;72164;39667;35565;7271;904;134,654;815,58;873,327;\N
248;8;22735;30686;72536;39852;35730;7313;909;135,221;819,689;877,643;\N
249;8;22848;30831;72908;40037;35895;7355;914;135,787;823,798;881,959;\N
250;8;22961;30976;73280;40222;36060;7397;919;136,353;827,907;886,275;\N
251;8;23074;31121;73652;40407;36225;7439;924;136,919;832,016;890,591;\N
252;8;23187;31266;74024;40592;36390;7481;929;137,485;836,125;894,907;\N
253;8;23300;31411;74396;40777;36555;7523;934;138,052;840,234;899,223;\N
254;8;23413;31556;74768;40962;36720;7565;939;138,618;844,343;903,539;\N
255;8;23526;31701;75140;41147;36885;7607;944;139,184;848,452;907,855;\N
1;9;2;2;2;2;0;0;0;0,1;0;0;\N
2;9;2;2;2;2;0;0;0;0,1;0;0;\N
3;9;2;2;2;2;0;0;0;0,1;0;0;\N
4;9;2;2;2;2;0;0;0;0,1;0;0;\N
5;9;2;2;2;2;0;0;0;0,1;0;0;\N
6;9;2;2;2;2;0;0;0;0,1;0;0;\N
7;9;2;2;2;2;0;0;0;0,1;0;0;\N
8;9;2;2;2;2;0;0;0;0,1;0;0;\N
9;9;2;2;2;2;0;0;0;0,1;0;0;\N
10;9;2;2;2;2;0;0;0;0,1;0;0;\N
11;9;2;2;2;2;0;0;0;0,1;0;0;\N
12;9;2;2;2;2;0;0;0;0,1;0;0;\N
13;9;2;2;2;2;0;0;0;0,1;0;0;\N
14;9;2;2;2;2;0;0;0;0,1;0;0;\N
15;9;2;2;2;2;0;0;0;0,1;0;0;\N
16;9;2;2;2;2;0;0;0;0,1;0;0;\N
17;9;2;2;2;2;0;0;0;0,1;0;0;\N
18;9;2;2;2;2;0;0;0;0,1;0;0;\N
19;9;2;2;2;2;0;0;0;0,1;0;0;\N
20;9;2;2;2;2;0;0;0;0,1;0;0;\N
21;9;2;2;2;2;0;0;0;0,1;0;0;\N
22;9;2;2;2;2;0;0;0;0,1;0;0;\N
23;9;2;2;2;2;0;0;0;0,1;0;0;\N
24;9;2;2;2;2;0;0;0;0,1;0;0;\N
25;9;2;2;2;2;0;0;0;0,1;0;0;\N
26;9;2;2;2;2;0;0;0;0,1;0;0;\N
27;9;2;2;2;2;0;0;0;0,1;0;0;\N
28;9;2;2;2;2;0;0;0;0,1;0;0;\N
29;9;2;2;2;2;0;0;0;0,1;0;0;\N
30;9;2;2;2;2;0;0;0;0,1;0;0;\N
31;9;2;2;2;2;0;0;0;0,1;0;0;\N
32;9;2;2;2;2;0;0;0;0,1;0;0;\N
33;9;2;2;2;2;0;0;0;0,1;0;0;\N
34;9;2;2;2;2;0;0;0;0,1;0;0;\N
35;9;2;2;2;2;0;0;0;0,1;0;0;\N
36;9;2;2;2;2;0;0;0;0,1;0;0;\N
37;9;2;2;2;2;0;0;0;0,1;0;0;\N
38;9;2;2;2;2;0;0;0;0,1;0;0;\N
39;9;2;2;2;2;0;0;0;0,1;0;0;\N
40;9;2;2;2;2;0;0;0;0,1;0;0;\N
41;9;2;2;2;2;0;0;0;0,1;0;0;\N
42;9;2;2;2;2;0;0;0;0,1;0;0;\N
43;9;2;2;2;2;0;0;0;0,1;0;0;\N
44;9;2;2;2;2;0;0;0;0,1;0;0;\N
45;9;2;2;2;2;0;0;0;0,1;0;0;\N
46;9;2;2;2;2;0;0;0;0,1;0;0;\N
47;9;2;2;2;2;0;0;0;0,1;0;0;\N
48;9;2;2;2;2;0;0;0;0,1;0;0;\N
49;9;2;2;2;2;0;0;0;0,1;0;0;\N
50;9;2;2;2;2;0;0;0;0,1;0;0;\N
51;9;2;2;2;2;0;0;0;0,1;0;0;\N
52;9;2;2;2;2;0;0;0;0,1;0;0;\N
53;9;2;2;2;2;0;0;0;0,1;0;0;\N
54;9;2;2;2;2;0;0;0;0,1;0;0;\N
55;9;2;2;2;2;0;0;0;0,1;0;0;\N
56;9;2;2;2;2;0;0;0;0,1;0;0;\N
57;9;2;2;2;2;0;0;0;0,1;0;0;\N
58;9;2;2;2;2;0;0;0;0,1;0;0;\N
59;9;2;2;2;2;0;0;0;0,1;0;0;\N
60;9;2;2;2;2;0;0;0;0,1;0;0;\N
61;9;2;2;2;2;0;0;0;0,1;0;0;\N
62;9;2;2;2;2;0;0;0;0,1;0;0;\N
63;9;2;2;2;2;0;0;0;0,1;0;0;\N
64;9;2;2;2;2;0;0;0;0,1;0;0;\N
65;9;2;2;2;2;0;0;0;0,1;0;0;\N
66;9;2;2;2;2;0;0;0;0,1;0;0;\N
67;9;2;2;2;2;0;0;0;0,1;0;0;\N
68;9;2;2;2;2;0;0;0;0,1;0;0;\N
69;9;2;2;2;2;0;0;0;0,1;0;0;\N
70;9;2;2;2;2;0;0;0;0,1;0;0;\N
71;9;2;2;2;2;0;0;0;0,1;0;0;\N
72;9;2;2;2;2;0;0;0;0,1;0;0;\N
73;9;2;2;2;2;0;0;0;0,1;0;0;\N
74;9;2;2;2;2;0;0;0;0,1;0;0;\N
75;9;2;2;2;2;0;0;0;0,1;0;0;\N
76;9;2;2;2;2;0;0;0;0,1;0;0;\N
77;9;2;2;2;2;0;0;0;0,1;0;0;\N
78;9;2;2;2;2;0;0;0;0,1;0;0;\N
79;9;2;2;2;2;0;0;0;0,1;0;0;\N
80;9;2;2;2;2;0;0;0;0,1;0;0;\N
81;9;2;2;2;2;0;0;0;0,1;0;0;\N
82;9;2;2;2;2;0;0;0;0,1;0;0;\N
83;9;2;2;2;2;0;0;0;0,1;0;0;\N
84;9;2;2;2;2;0;0;0;0,1;0;0;\N
85;9;2;2;2;2;0;0;0;0,1;0;0;\N
86;9;2;2;2;2;0;0;0;0,1;0;0;\N
87;9;2;2;2;2;0;0;0;0,1;0;0;\N
88;9;2;2;2;2;0;0;0;0,1;0;0;\N
89;9;2;2;2;2;0;0;0;0,1;0;0;\N
90;9;2;2;2;2;0;0;0;0,1;0;0;\N
91;9;2;2;2;2;0;0;0;0,1;0;0;\N
92;9;2;2;2;2;0;0;0;0,1;0;0;\N
93;9;2;2;2;2;0;0;0;0,1;0;0;\N
94;9;2;2;2;2;0;0;0;0,1;0;0;\N
95;9;2;2;2;2;0;0;0;0,1;0;0;\N
96;9;2;2;2;2;0;0;0;0,1;0;0;\N
97;9;2;2;2;2;0;0;0;0,1;0;0;\N
98;9;2;2;2;2;0;0;0;0,1;0;0;\N
99;9;2;2;2;2;0;0;0;0,1;0;0;\N
100;9;2;2;2;2;0;0;0;0,1;0;0;\N
1;11;2;2;2;2;0;0;0;0,1;0;0;\N
2;11;2;2;2;2;0;0;0;0,1;0;0;\N
3;11;2;2;2;2;0;0;0;0,1;0;0;\N
4;11;2;2;2;2;0;0;0;0,1;0;0;\N
5;11;2;2;2;2;0;0;0;0,1;0;0;\N
6;11;2;2;2;2;0;0;0;0,1;0;0;\N
7;11;2;2;2;2;0;0;0;0,1;0;0;\N
8;11;2;2;2;2;0;0;0;0,1;0;0;\N
9;11;2;2;2;2;0;0;0;0,1;0;0;\N
10;11;2;2;2;2;0;0;0;0,1;0;0;\N
11;11;2;2;2;2;0;0;0;0,1;0;0;\N
12;11;2;2;2;2;0;0;0;0,1;0;0;\N
13;11;2;2;2;2;0;0;0;0,1;0;0;\N
14;11;2;2;2;2;0;0;0;0,1;0;0;\N
15;11;2;2;2;2;0;0;0;0,1;0;0;\N
16;11;2;2;2;2;0;0;0;0,1;0;0;\N
17;11;2;2;2;2;0;0;0;0,1;0;0;\N
18;11;2;2;2;2;0;0;0;0,1;0;0;\N
19;11;2;2;2;2;0;0;0;0,1;0;0;\N
20;11;2;2;2;2;0;0;0;0,1;0;0;\N
21;11;2;2;2;2;0;0;0;0,1;0;0;\N
22;11;2;2;2;2;0;0;0;0,1;0;0;\N
23;11;2;2;2;2;0;0;0;0,1;0;0;\N
24;11;2;2;2;2;0;0;0;0,1;0;0;\N
25;11;2;2;2;2;0;0;0;0,1;0;0;\N
26;11;2;2;2;2;0;0;0;0,1;0;0;\N
27;11;2;2;2;2;0;0;0;0,1;0;0;\N
28;11;2;2;2;2;0;0;0;0,1;0;0;\N
29;11;2;2;2;2;0;0;0;0,1;0;0;\N
30;11;2;2;2;2;0;0;0;0,1;0;0;\N
31;11;2;2;2;2;0;0;0;0,1;0;0;\N
32;11;2;2;2;2;0;0;0;0,1;0;0;\N
33;11;2;2;2;2;0;0;0;0,1;0;0;\N
34;11;2;2;2;2;0;0;0;0,1;0;0;\N
35;11;2;2;2;2;0;0;0;0,1;0;0;\N
36;11;2;2;2;2;0;0;0;0,1;0;0;\N
37;11;2;2;2;2;0;0;0;0,1;0;0;\N
38;11;2;2;2;2;0;0;0;0,1;0;0;\N
39;11;2;2;2;2;0;0;0;0,1;0;0;\N
40;11;2;2;2;2;0;0;0;0,1;0;0;\N
41;11;2;2;2;2;0;0;0;0,1;0;0;\N
42;11;2;2;2;2;0;0;0;0,1;0;0;\N
43;11;2;2;2;2;0;0;0;0,1;0;0;\N
44;11;2;2;2;2;0;0;0;0,1;0;0;\N
45;11;2;2;2;2;0;0;0;0,1;0;0;\N
46;11;2;2;2;2;0;0;0;0,1;0;0;\N
47;11;2;2;2;2;0;0;0;0,1;0;0;\N
48;11;2;2;2;2;0;0;0;0,1;0;0;\N
49;11;2;2;2;2;0;0;0;0,1;0;0;\N
50;11;2;2;2;2;0;0;0;0,1;0;0;\N
51;11;2;2;2;2;0;0;0;0,1;0;0;\N
52;11;2;2;2;2;0;0;0;0,1;0;0;\N
53;11;2;2;2;2;0;0;0;0,1;0;0;\N
54;11;2;2;2;2;0;0;0;0,1;0;0;\N
55;11;2;2;2;2;0;0;0;0,1;0;0;\N
56;11;2;2;2;2;0;0;0;0,1;0;0;\N
57;11;2;2;2;2;0;0;0;0,1;0;0;\N
